index_i,index_j,gpt-4o,claude-3-5-sonnet-20240620,ERNIE-3.5-8K-0701,qwen-plus,Spark4.0-Ultra,majority_vote,confidence
1,165,0,0,0,0,0,0,1.0
1,166,-1,-1,1,-1,-1,-1,0.8
1,167,0,0,0,0,0,0,1.0
1,168,0,0,-2,0,0,0,0.8
1,169,0,0,0,0,0,0,1.0
1,170,0,-2,1,-2,-2,-2,0.6
1,171,0,0,0,0,0,0,1.0
1,172,0,0,0,0,0,0,1.0
1,173,0,0,0,0,0,0,1.0
1,174,0,0,0,0,0,0,1.0
1,175,0,0,-2,0,0,0,0.8
1,176,0,-2,-2,0,0,0,0.6
1,177,0,0,-2,0,-2,0,0.6
1,178,0,-2,-2,-2,1,-2,0.6
1,179,0,0,-2,0,0,0,0.8
1,180,0,0,0,0,0,0,1.0
1,181,0,0,0,0,0,0,1.0
1,182,0,0,-2,0,-2,0,0.6
1,183,0,0,0,0,0,0,1.0
1,184,0,0,0,0,0,0,1.0
1,185,0,0,0,0,0,0,1.0
1,186,0,0,0,0,0,0,1.0
1,187,0,0,-2,0,0,0,0.8
1,188,0,0,-2,0,0,0,0.8
1,189,0,0,0,0,0,0,1.0
1,190,0,0,0,0,0,0,1.0
1,191,0,0,-2,0,0,0,0.8
1,192,0,0,0,0,0,0,1.0
1,193,0,0,0,0,0,0,1.0
1,194,0,0,-2,0,-2,0,0.6
1,195,0,-1,-2,0,-1,0,0.4
1,196,0,0,0,0,0,0,1.0
1,197,0,-2,-2,-2,-1,-2,0.6
1,198,1,-2,1,-2,0,1,0.6
1,199,0,0,-2,0,0,0,0.8
1,200,0,0,0,0,0,0,1.0
1,201,1,-2,1,1,1,1,0.8
1,202,0,0,0,0,0,0,1.0
1,203,0,0,0,0,0,0,1.0
1,204,0,0,0,0,0,0,1.0
1,205,0,0,0,0,0,0,1.0
1,206,0,0,-2,0,0,0,0.8
1,207,0,0,0,0,0,0,1.0
1,208,0,0,-2,0,0,0,0.8
1,209,0,0,-2,0,0,0,0.8
1,210,0,0,0,0,0,0,1.0
1,211,0,0,0,0,-2,0,0.8
1,212,0,0,0,0,0,0,1.0
1,213,0,0,-2,0,0,0,0.8
1,214,0,0,-2,-2,0,0,0.6
1,215,0,0,-2,0,0,0,0.8
1,216,0,0,-2,0,-2,0,0.6
1,217,0,-2,-2,0,0,0,0.6
1,218,0,0,0,0,0,0,1.0
1,219,0,0,0,0,-2,0,0.8
1,220,0,0,0,0,-2,0,0.8
1,221,1,-2,1,-2,-2,-2,0.6
1,222,0,0,0,0,0,0,1.0
1,223,1,-2,1,1,1,1,0.8
1,224,0,0,0,0,-2,0,0.8
1,225,0,0,0,0,0,0,1.0
1,226,0,0,0,0,-2,0,0.8
1,227,1,-2,1,-2,-2,-2,0.6
1,228,0,0,0,0,0,0,1.0
1,229,0,0,0,0,0,0,1.0
1,230,0,0,0,0,0,0,1.0
1,231,1,-2,1,1,1,1,0.8
1,232,1,-2,1,-2,1,1,0.6
1,233,0,0,0,0,0,0,1.0
1,234,0,0,0,0,0,0,1.0
1,235,0,0,0,0,0,0,1.0
1,236,0,0,0,0,0,0,1.0
1,237,1,-2,1,-2,1,1,0.6
1,238,0,0,0,0,0,0,1.0
1,239,0,0,0,0,0,0,1.0
1,240,0,0,0,0,-2,0,0.8
1,241,0,-2,-2,-2,0,-2,0.6
1,242,0,0,0,0,0,0,1.0
1,243,0,0,0,0,0,0,1.0
1,244,0,0,-2,0,-2,0,0.6
1,245,0,0,0,0,0,0,1.0
1,246,0,0,0,0,0,0,1.0
1,247,0,0,0,0,0,0,1.0
1,248,0,0,0,0,0,0,1.0
1,249,0,0,-2,-2,-2,-2,0.6
1,250,0,-2,1,-2,1,1,0.6
1,251,0,0,-2,0,-2,0,0.6
1,252,-2,-2,-2,-2,-2,-2,1.0
1,253,0,0,0,0,0,0,1.0
1,254,0,0,0,0,0,0,1.0
1,255,0,0,1,0,0,0,0.8
1,256,0,0,-2,0,0,0,0.8
1,257,1,-2,1,-2,1,1,0.6
1,258,0,0,0,0,-2,0,0.8
1,259,1,-2,1,-2,1,1,0.6
1,260,0,0,1,0,0,0,0.8
1,261,0,0,0,0,0,0,1.0
1,262,0,0,0,0,0,0,1.0
1,263,0,0,0,0,0,0,1.0
1,264,0,0,0,0,0,0,1.0
1,265,0,0,0,0,0,0,1.0
1,266,0,0,0,0,0,0,1.0
1,267,0,0,0,0,-2,0,0.8
1,268,0,0,-2,0,0,0,0.8
1,269,0,0,0,0,0,0,1.0
1,270,0,0,0,0,-2,0,0.8
1,271,0,0,-2,0,0,0,0.8
1,272,0,0,0,0,0,0,1.0
1,273,0,0,0,0,0,0,1.0
1,274,0,0,0,0,0,0,1.0
1,275,0,0,0,0,0,0,1.0
1,276,0,0,0,0,0,0,1.0
1,277,0,0,-2,-2,-2,-2,0.6
1,278,0,0,1,0,-2,0,0.6
1,279,1,-2,1,-2,1,1,0.6
1,280,0,0,0,0,0,0,1.0
1,281,0,0,-2,0,0,0,0.8
1,282,0,0,0,0,0,0,1.0
1,283,0,-2,-1,-2,-1,-1,0.6
1,284,0,-2,-2,-2,-2,-2,0.8
1,285,0,0,1,-2,0,0,0.6
1,286,1,-2,1,-2,1,1,0.6
1,287,1,-2,1,0,0,0,0.4
1,288,0,0,0,0,0,0,1.0
1,289,0,-2,-2,-2,0,-2,0.6
1,290,0,0,0,0,0,0,1.0
1,291,1,-2,1,1,1,1,0.8
1,292,1,-2,1,1,-1,1,0.6
1,293,0,0,0,0,0,0,1.0
1,294,0,0,0,0,0,0,1.0
1,295,1,-2,1,-2,-2,-2,0.6
1,296,0,0,0,0,0,0,1.0
1,297,0,-2,-2,0,-2,-2,0.6
1,298,1,-2,1,-2,1,1,0.6
1,299,0,-2,-1,-2,-2,-2,0.6
1,300,0,0,0,0,0,0,1.0
1,301,1,-2,1,-2,1,1,0.6
1,302,0,0,0,0,0,0,1.0
2,3,1,-2,-2,-2,-1,-2,0.6
2,4,0,0,0,0,0,0,1.0
2,5,-1,-1,-2,-2,-1,-1,0.6
2,6,1,1,1,1,1,1,1.0
2,7,0,0,0,0,0,0,1.0
2,8,0,-2,-2,0,0,0,0.6
2,9,0,0,0,0,0,0,1.0
2,10,-2,-2,-2,-2,0,-2,0.8
2,11,0,0,0,0,0,0,1.0
2,12,0,0,0,0,0,0,1.0
2,13,0,0,0,0,0,0,1.0
2,14,0,0,0,0,0,0,1.0
2,15,0,-2,-2,-2,0,-2,0.6
2,16,0,0,0,0,0,0,1.0
2,17,0,0,0,0,0,0,1.0
2,18,0,0,0,0,0,0,1.0
2,19,0,0,0,0,0,0,1.0
2,20,0,0,0,-2,-2,0,0.6
2,21,0,-2,1,-2,1,1,0.6
2,22,0,0,0,0,0,0,1.0
2,23,0,0,0,0,0,0,1.0
2,24,0,0,0,0,0,0,1.0
2,25,0,0,0,0,0,0,1.0
2,26,0,0,0,0,-2,0,0.8
2,27,0,0,0,0,0,0,1.0
2,28,0,0,0,0,0,0,1.0
2,29,0,-2,-2,0,1,0,0.4
2,30,0,0,0,0,0,0,1.0
2,31,0,0,0,0,-2,0,0.8
2,32,0,0,0,0,0,0,1.0
2,33,0,0,0,0,0,0,1.0
2,34,0,0,0,0,0,0,1.0
2,35,0,0,0,0,0,0,1.0
2,36,0,0,-2,0,0,0,0.8
2,37,0,0,0,0,0,0,1.0
2,38,0,0,0,0,0,0,1.0
2,39,0,0,0,0,0,0,1.0
2,40,0,0,0,0,0,0,1.0
2,41,0,0,0,0,0,0,1.0
2,42,-1,-2,-1,-2,-1,-1,0.6
2,43,0,-2,-2,0,-2,-2,0.6
2,44,0,0,0,0,0,0,1.0
2,45,0,0,0,0,0,0,1.0
2,46,-1,-2,-1,-2,-1,-1,0.6
2,47,0,0,0,0,0,0,1.0
2,48,0,0,0,0,0,0,1.0
2,49,0,0,0,0,0,0,1.0
2,50,0,0,0,0,0,0,1.0
2,51,0,0,0,0,0,0,1.0
2,52,0,0,-2,0,-2,0,0.6
2,53,0,0,0,0,0,0,1.0
2,54,0,0,0,0,0,0,1.0
2,55,0,0,0,0,0,0,1.0
2,56,-2,-2,-2,-2,-1,-2,0.8
2,57,0,0,0,0,0,0,1.0
