index_i,index_j,prerequisite,timestamp
0,85,-2,2024-10-29 20:13:49
0,86,0,2024-10-29 20:13:52
0,87,-2,2024-10-29 20:13:56
0,88,-2,2024-10-29 20:14:04
0,89,0,2024-10-29 20:14:08
0,90,0,2024-10-29 20:14:12
0,91,0,2024-10-29 20:14:15
0,92,0,2024-10-29 20:14:18
0,93,0,2024-10-29 20:14:21
0,94,0,2024-10-29 20:14:25
0,95,-2,2024-10-29 20:14:29
0,96,0,2024-10-29 20:14:33
0,97,0,2024-10-29 20:14:39
0,98,-2,2024-10-29 20:14:43
0,99,0,2024-10-29 20:14:46
0,100,0,2024-10-29 20:14:50
0,101,0,2024-10-29 20:14:53
0,102,0,2024-10-29 20:14:58
0,103,0,2024-10-29 20:15:03
0,104,0,2024-10-29 20:15:07
0,105,0,2024-10-29 20:15:11
0,106,0,2024-10-29 20:15:18
0,107,-1,2024-10-29 20:15:22
0,108,0,2024-10-29 20:15:28
0,109,0,2024-10-29 20:15:38
0,110,0,2024-10-29 20:15:41
0,111,-2,2024-10-29 20:15:44
0,112,0,2024-10-29 20:15:47
0,113,0,2024-10-29 20:15:51
0,114,0,2024-10-29 20:15:54
0,115,-1,2024-10-29 20:15:58
0,116,0,2024-10-29 20:16:01
0,117,0,2024-10-29 20:16:05
0,118,0,2024-10-29 20:16:09
0,119,0,2024-10-29 20:16:15
0,120,0,2024-10-29 20:16:19
0,121,0,2024-10-29 20:16:25
0,122,-1,2024-10-29 20:16:28
0,123,-2,2024-10-29 20:16:31
0,124,0,2024-10-29 20:16:35
0,125,-2,2024-10-29 20:16:39
0,126,0,2024-10-29 20:16:42
0,127,-2,2024-10-29 20:16:47
0,128,0,2024-10-29 20:16:51
0,129,0,2024-10-29 20:16:54
0,130,0,2024-10-29 20:16:58
0,131,0,2024-10-29 20:17:03
0,132,0,2024-10-29 20:17:07
0,133,0,2024-10-29 20:17:10
0,134,-2,2024-10-29 20:17:17
0,135,0,2024-10-29 20:17:21
0,136,0,2024-10-29 20:17:27
0,137,0,2024-10-29 20:17:31
0,138,0,2024-10-29 20:17:36
0,139,0,2024-10-29 20:17:47
0,140,0,2024-10-29 20:17:52
0,141,0,2024-10-29 20:17:55
0,142,0,2024-10-29 20:17:58
0,143,0,2024-10-29 20:18:05
0,144,0,2024-10-29 20:18:08
0,145,-2,2024-10-29 20:18:11
0,146,0,2024-10-29 20:18:18
0,147,0,2024-10-29 20:18:22
0,148,0,2024-10-29 20:18:33
0,149,0,2024-10-29 20:18:40
0,150,0,2024-10-29 20:18:45
0,151,0,2024-10-29 20:18:49
0,152,0,2024-10-29 20:18:53
0,153,0,2024-10-29 20:18:56
0,154,0,2024-10-29 20:19:00
0,155,0,2024-10-29 20:19:05
0,156,0,2024-10-29 20:19:10
0,157,0,2024-10-29 20:19:17
0,158,0,2024-10-29 20:19:21
0,159,-2,2024-10-29 20:19:26
0,160,0,2024-10-29 20:19:31
0,161,0,2024-10-29 20:19:36
0,162,0,2024-10-29 20:19:40
0,163,0,2024-10-29 20:19:43
0,164,0,2024-10-29 20:19:47
0,165,0,2024-10-29 20:19:50
0,166,0,2024-10-29 20:19:54
0,167,0,2024-10-29 20:19:57
0,168,0,2024-10-29 20:20:01
0,169,0,2024-10-29 20:20:05
0,170,0,2024-10-29 20:20:10
0,171,0,2024-10-29 20:20:13
0,172,0,2024-10-29 20:20:17
0,173,0,2024-10-29 20:20:21
0,174,0,2024-10-29 20:20:28
0,175,0,2024-10-29 20:20:31
0,176,0,2024-10-29 20:20:35
0,177,0,2024-10-29 20:20:40
0,178,-2,2024-10-29 20:20:46
0,179,0,2024-10-29 20:20:52
0,180,0,2024-10-29 20:20:56
0,181,0,2024-10-29 20:21:00
0,182,-2,2024-10-29 20:21:05
0,183,0,2024-10-29 20:21:12
0,184,0,2024-10-29 20:21:16
0,185,0,2024-10-29 20:21:30
0,186,0,2024-10-29 20:21:37
0,187,0,2024-10-29 20:21:41
0,188,0,2024-10-29 20:21:44
0,189,-2,2024-10-29 20:21:47
0,190,0,2024-10-29 20:21:50
0,191,0,2024-10-29 20:21:54
0,192,0,2024-10-29 20:21:58
0,193,0,2024-10-29 20:22:01
0,194,0,2024-10-29 20:22:06
0,195,-1,2024-10-29 20:22:12
0,196,-1,2024-10-29 20:22:15
0,197,-1,2024-10-29 20:22:19
0,198,0,2024-10-29 20:22:24
0,199,0,2024-10-29 20:22:28
0,200,0,2024-10-29 20:22:35
0,201,-2,2024-10-29 20:22:38
0,202,0,2024-10-29 20:22:41
0,203,-2,2024-10-29 20:22:47
0,204,0,2024-10-29 20:22:51
0,205,0,2024-10-29 20:22:55
0,206,0,2024-10-29 20:23:00
0,207,0,2024-10-29 20:23:06
0,208,0,2024-10-29 20:23:10
0,209,0,2024-10-29 20:23:14
0,210,0,2024-10-29 20:23:27
0,211,-2,2024-10-29 20:23:31
0,212,0,2024-10-29 20:23:36
0,213,0,2024-10-29 20:23:41
0,214,0,2024-10-29 20:23:51
0,215,0,2024-10-29 20:23:54
0,216,-2,2024-10-29 20:23:58
0,217,0,2024-10-29 20:24:02
0,218,0,2024-10-29 20:24:06
0,219,0,2024-10-29 20:24:11
0,220,-2,2024-10-29 20:24:16
0,221,-2,2024-10-29 20:24:20
0,222,0,2024-10-29 20:24:23
0,223,0,2024-10-29 20:24:26
0,224,0,2024-10-29 20:24:31
0,225,0,2024-10-29 20:24:34
0,226,-2,2024-10-29 20:24:39
0,227,0,2024-10-29 20:24:43
0,228,0,2024-10-29 20:24:46
0,229,0,2024-10-29 20:24:49
0,230,0,2024-10-29 20:24:53
0,231,0,2024-10-29 20:24:57
0,232,-2,2024-10-29 20:25:00
0,233,0,2024-10-29 20:25:05
0,234,0,2024-10-29 20:25:16
0,235,0,2024-10-29 20:25:37
0,236,0,2024-10-29 20:25:57
0,237,0,2024-10-29 20:26:11
0,238,0,2024-10-29 20:26:23
0,239,0,2024-10-29 20:26:33
0,240,-2,2024-10-29 20:26:46
0,241,-2,2024-10-29 20:27:00
0,242,0,2024-10-29 20:27:12
0,243,-1,2024-10-29 20:27:27
0,244,0,2024-10-29 20:27:39
0,245,0,2024-10-29 20:27:46
0,246,0,2024-10-29 20:27:50
0,247,-2,2024-10-29 20:27:53
0,248,0,2024-10-29 20:28:00
0,249,0,2024-10-29 20:28:15
0,250,0,2024-10-29 20:28:27
0,251,0,2024-10-29 20:28:36
0,252,0,2024-10-29 20:28:46
0,253,0,2024-10-29 20:28:56
0,254,0,2024-10-29 20:29:10
0,255,0,2024-10-29 20:29:26
0,256,0,2024-10-29 20:29:35
0,257,0,2024-10-29 20:29:43
0,258,-2,2024-10-29 20:29:47
0,259,0,2024-10-29 20:29:48
0,260,0,2024-10-29 20:29:51
0,261,0,2024-10-29 20:29:52
0,262,0,2024-10-29 20:29:54
0,263,0,2024-10-29 20:29:57
0,264,0,2024-10-29 20:29:58
0,265,-2,2024-10-29 20:30:00
0,266,0,2024-10-29 20:30:02
0,267,-1,2024-10-29 20:30:04
0,268,0,2024-10-29 20:30:06
0,269,0,2024-10-29 20:30:09
0,270,0,2024-10-29 20:30:11
0,271,0,2024-10-29 20:30:14
0,272,0,2024-10-29 20:30:16
0,273,0,2024-10-29 20:30:18
0,274,0,2024-10-29 20:30:20
0,275,0,2024-10-29 20:30:24
0,276,-2,2024-10-29 20:30:27
0,277,0,2024-10-29 20:30:31
0,278,0,2024-10-29 20:30:34
0,279,0,2024-10-29 20:30:37
0,280,0,2024-10-29 20:30:40
0,281,0,2024-10-29 20:30:43
0,282,0,2024-10-29 20:30:46
0,283,0,2024-10-29 20:30:50
0,284,0,2024-10-29 20:30:53
0,285,0,2024-10-29 20:30:57
0,286,0,2024-10-29 20:31:00
0,287,0,2024-10-29 20:31:03
0,288,0,2024-10-29 20:31:07
0,289,0,2024-10-29 20:31:10
0,290,0,2024-10-29 20:31:14
0,291,-2,2024-10-29 20:31:17
0,292,0,2024-10-29 20:31:21
0,293,0,2024-10-29 20:31:25
0,294,-1,2024-10-29 20:31:29
0,295,0,2024-10-29 20:31:33
0,296,0,2024-10-29 20:31:36
0,297,0,2024-10-29 20:31:39
0,298,0,2024-10-29 20:31:42
0,299,0,2024-10-29 20:31:46
0,300,0,2024-10-29 20:31:50
0,301,-2,2024-10-29 20:31:53
0,302,0,2024-10-29 20:31:57
1,2,0,2024-10-29 20:32:00
1,3,0,2024-10-29 20:32:04
1,4,0,2024-10-29 20:32:38
1,5,-2,2024-10-29 20:32:41
1,6,0,2024-10-29 20:32:44
1,7,0,2024-10-29 20:32:48
1,8,0,2024-10-29 20:32:51
1,9,0,2024-10-29 20:32:54
1,10,-2,2024-10-29 20:32:58
1,11,-2,2024-10-29 20:33:02
1,12,0,2024-10-29 20:33:05
1,13,0,2024-10-29 20:33:08
1,14,0,2024-10-29 20:33:11
1,15,0,2024-10-29 20:33:15
1,16,-2,2024-10-29 20:33:19
1,17,0,2024-10-29 20:33:22
1,18,0,2024-10-29 20:33:27
1,19,0,2024-10-29 20:33:31
1,20,0,2024-10-29 20:33:34
1,21,0,2024-10-29 20:33:37
1,22,0,2024-10-29 20:33:40
1,23,0,2024-10-29 20:33:44
1,24,0,2024-10-29 20:33:48
1,25,-2,2024-10-29 20:33:52
1,26,0,2024-10-29 20:33:55
1,27,0,2024-10-29 20:33:58
1,28,0,2024-10-29 20:34:01
1,29,0,2024-10-29 20:34:05
1,30,0,2024-10-29 20:34:09
1,31,0,2024-10-29 20:34:13
1,32,0,2024-10-29 20:34:18
1,33,0,2024-10-29 20:34:24
1,34,0,2024-10-29 20:34:28
1,35,0,2024-10-29 20:34:33
1,36,0,2024-10-29 20:34:38
1,37,0,2024-10-29 20:34:42
1,38,0,2024-10-29 20:34:47
1,39,-2,2024-10-29 20:34:52
1,40,0,2024-10-29 20:34:56
1,41,0,2024-10-29 20:35:00
1,42,0,2024-10-29 20:35:04
1,43,0,2024-10-29 20:35:08
1,44,0,2024-10-29 20:35:12
1,45,-2,2024-10-29 20:35:16
1,46,0,2024-10-29 20:35:22
1,47,0,2024-10-29 20:35:26
1,48,0,2024-10-29 20:35:30
1,49,0,2024-10-29 20:35:34
1,50,0,2024-10-29 20:35:37
1,51,-2,2024-10-29 20:35:41
1,52,-2,2024-10-29 20:35:44
1,53,0,2024-10-29 20:35:47
1,54,0,2024-10-29 20:35:51
1,55,-2,2024-10-29 20:35:54
1,56,0,2024-10-29 20:35:57
1,57,0,2024-10-29 20:36:01
1,58,0,2024-10-29 20:36:05
1,59,0,2024-10-29 20:36:11
1,60,-2,2024-10-29 20:36:13
1,61,0,2024-10-29 20:36:14
1,62,-2,2024-10-29 20:36:15
1,63,0,2024-10-29 20:36:18
1,64,0,2024-10-29 20:36:19
1,65,0,2024-10-29 20:36:21
1,66,0,2024-10-29 20:36:23
1,67,0,2024-10-29 20:36:25
1,68,0,2024-10-29 20:36:27
1,69,0,2024-10-29 20:36:31
1,70,0,2024-10-29 20:36:40
1,71,0,2024-10-29 20:36:44
1,72,0,2024-10-29 20:36:46
1,73,0,2024-10-29 20:36:50
1,74,0,2024-10-29 20:36:55
1,75,0,2024-10-29 20:36:58
1,76,0,2024-10-29 20:37:02
1,77,0,2024-10-29 20:37:05
1,78,0,2024-10-29 20:37:10
1,79,0,2024-10-29 20:37:17
1,80,0,2024-10-29 20:37:21
1,81,0,2024-10-29 20:37:25
1,82,-2,2024-10-29 20:37:29
1,83,0,2024-10-29 20:37:32
1,84,0,2024-10-29 20:37:38
1,85,-2,2024-10-29 20:37:41
1,86,0,2024-10-29 20:37:45
1,87,0,2024-10-29 20:37:50
1,88,-2,2024-10-29 20:37:52
1,89,0,2024-10-29 20:37:56
1,90,-2,2024-10-29 20:38:00
1,91,-2,2024-10-29 20:38:04
1,92,0,2024-10-29 20:38:07
1,93,0,2024-10-29 20:38:10
1,94,0,2024-10-29 20:38:14
1,95,0,2024-10-29 20:38:19
1,96,0,2024-10-29 20:38:22
1,97,0,2024-10-29 20:38:28
1,98,0,2024-10-29 20:38:31
1,99,0,2024-10-29 20:38:35
1,100,0,2024-10-29 20:38:38
1,101,-2,2024-10-29 20:38:41
1,102,0,2024-10-29 20:38:45
1,103,0,2024-10-29 20:38:48
1,104,0,2024-10-29 20:38:52
1,105,0,2024-10-29 20:38:55
1,106,0,2024-10-29 20:38:58
1,107,0,2024-10-29 20:39:01
1,108,0,2024-10-29 20:39:04
1,109,0,2024-10-29 20:39:08
1,110,-2,2024-10-29 20:39:11
1,111,0,2024-10-29 20:39:16
1,112,-2,2024-10-29 20:39:21
1,113,0,2024-10-29 20:39:24
1,114,0,2024-10-29 20:39:28
1,115,0,2024-10-29 20:39:33
1,116,0,2024-10-29 20:39:36
1,117,0,2024-10-29 20:39:40
1,118,0,2024-10-29 20:39:43
1,119,0,2024-10-29 20:39:46
1,120,0,2024-10-29 20:39:50
1,121,-2,2024-10-29 20:39:55
1,122,0,2024-10-29 20:39:58
1,123,-2,2024-10-29 20:40:02
1,124,0,2024-10-29 20:40:05
1,125,0,2024-10-29 20:40:10
1,126,0,2024-10-29 20:40:13
1,127,0,2024-10-29 20:40:17
1,128,0,2024-10-29 20:40:20
1,129,-2,2024-10-29 20:40:24
1,130,0,2024-10-29 20:40:27
1,131,0,2024-10-29 20:40:30
1,132,0,2024-10-29 20:40:33
1,133,0,2024-10-29 20:40:36
1,134,0,2024-10-29 20:40:40
1,135,0,2024-10-29 20:40:43
1,136,-2,2024-10-29 20:40:46
1,137,-2,2024-10-29 20:40:50
1,138,0,2024-10-29 20:40:53
1,139,0,2024-10-29 20:40:56
1,140,-2,2024-10-29 20:41:00
1,141,0,2024-10-29 20:41:03
1,142,0,2024-10-29 20:41:06
1,143,0,2024-10-29 20:41:09
1,144,-2,2024-10-29 20:41:13
1,145,0,2024-10-29 20:41:18
1,146,-2,2024-10-29 20:41:21
1,147,0,2024-10-29 20:41:24
1,148,0,2024-10-29 20:41:28
1,149,0,2024-10-29 20:41:32
1,150,0,2024-10-29 20:41:36
1,151,0,2024-10-29 20:41:39
1,152,0,2024-10-29 20:41:42
1,153,0,2024-10-29 20:41:47
1,154,-1,2024-10-29 20:41:50
1,155,0,2024-10-29 20:41:53
1,156,0,2024-10-29 20:41:56
1,157,0,2024-10-29 20:42:00
1,158,0,2024-10-29 20:42:03
1,159,0,2024-10-29 20:42:07
1,160,0,2024-10-29 20:42:10
1,161,0,2024-10-29 20:42:12
1,162,0,2024-10-29 20:42:13
1,163,0,2024-10-29 20:42:15
1,164,0,2024-10-29 20:42:16
1,165,0,2024-10-29 20:42:18
1,166,-1,2024-10-29 20:42:19
1,167,0,2024-10-29 20:42:20
1,168,0,2024-10-29 20:42:22
1,169,0,2024-10-29 20:42:24
1,170,-2,2024-10-29 20:42:25
1,171,0,2024-10-29 20:42:27
1,172,0,2024-10-29 20:42:28
1,173,0,2024-10-29 20:42:30
1,174,0,2024-10-29 20:42:32
1,175,0,2024-10-29 20:42:33
1,176,-2,2024-10-29 20:42:35
1,177,0,2024-10-29 20:42:37
1,178,-2,2024-10-29 20:42:40
1,179,0,2024-10-29 20:42:41
1,180,0,2024-10-29 20:42:44
1,181,0,2024-10-29 20:42:46
1,182,0,2024-10-29 20:42:48
1,183,0,2024-10-29 20:42:51
1,184,0,2024-10-29 20:42:53
1,185,0,2024-10-29 20:42:55
1,186,0,2024-10-29 20:42:59
1,187,0,2024-10-29 20:43:00
1,188,0,2024-10-29 20:43:02
1,189,0,2024-10-29 20:43:04
1,190,0,2024-10-29 20:43:05
1,191,0,2024-10-29 20:43:07
1,192,0,2024-10-29 20:43:09
1,193,0,2024-10-29 20:43:10
1,194,0,2024-10-29 20:43:12
1,195,-1,2024-10-29 20:43:23
1,196,0,2024-10-29 20:43:27
1,197,-2,2024-10-29 20:43:32
1,198,-2,2024-10-29 20:43:36
1,199,0,2024-10-29 20:43:40
1,200,0,2024-10-29 20:43:44
1,201,-2,2024-10-29 20:43:47
1,202,0,2024-10-29 20:43:50
1,203,0,2024-10-29 20:43:54
1,204,0,2024-10-29 20:43:57
1,205,0,2024-10-29 20:44:00
1,206,0,2024-10-29 20:44:04
1,207,0,2024-10-29 20:44:08
1,208,0,2024-10-29 20:44:12
1,209,0,2024-10-29 20:44:15
1,210,0,2024-10-29 20:44:18
1,211,0,2024-10-29 20:44:21
1,212,0,2024-10-29 20:44:24
1,213,0,2024-10-29 20:44:28
1,214,0,2024-10-29 20:44:31
1,215,0,2024-10-29 20:44:35
1,216,0,2024-10-29 20:44:38
1,217,-2,2024-10-29 20:44:41
1,218,0,2024-10-29 20:44:45
1,219,0,2024-10-29 20:44:49
1,220,0,2024-10-29 20:44:53
1,221,-2,2024-10-29 20:44:56
1,222,0,2024-10-29 20:45:00
1,223,-2,2024-10-29 20:45:03
1,224,0,2024-10-29 20:45:06
1,225,0,2024-10-29 20:45:09
1,226,0,2024-10-29 20:45:12
1,227,-2,2024-10-29 20:45:15
1,228,0,2024-10-29 20:45:21
1,229,0,2024-10-29 20:45:24
1,230,0,2024-10-29 20:45:28
1,231,-2,2024-10-29 20:45:31
1,232,-2,2024-10-29 20:45:35
1,233,0,2024-10-29 20:45:38
1,234,0,2024-10-29 20:45:42
1,235,0,2024-10-29 20:45:45
1,236,0,2024-10-29 20:45:49
1,237,-2,2024-10-29 20:45:52
1,238,0,2024-10-29 20:45:55
1,239,0,2024-10-29 20:45:59
1,240,0,2024-10-29 20:46:02
1,241,-2,2024-10-29 20:46:05
1,242,0,2024-10-29 20:46:09
1,243,0,2024-10-29 20:46:13
1,244,0,2024-10-29 20:46:18
1,245,0,2024-10-29 20:46:23
1,246,0,2024-10-29 20:46:27
1,247,0,2024-10-29 20:46:32
1,248,0,2024-10-29 20:46:36
1,249,0,2024-10-29 20:46:39
1,250,-2,2024-10-29 20:46:42
1,251,0,2024-10-29 20:46:45
1,252,-2,2024-10-29 20:46:49
1,253,0,2024-10-29 20:46:52
1,254,0,2024-10-29 20:46:57
1,255,0,2024-10-29 20:47:00
1,256,0,2024-10-29 20:47:04
1,257,-2,2024-10-29 20:47:07
1,258,0,2024-10-29 20:47:11
1,259,-2,2024-10-29 20:47:16
1,260,0,2024-10-29 20:47:21
1,261,0,2024-10-29 20:47:28
1,262,0,2024-10-29 20:47:31
1,263,0,2024-10-29 20:47:35
1,264,0,2024-10-29 20:47:38
1,265,0,2024-10-29 20:47:41
1,266,0,2024-10-29 20:47:45
1,267,0,2024-10-29 20:47:48
1,268,0,2024-10-29 20:47:53
1,269,0,2024-10-29 20:47:57
1,270,0,2024-10-29 20:48:01
1,271,0,2024-10-29 20:48:05
1,272,0,2024-10-29 20:48:09
1,273,0,2024-10-29 20:48:13
1,274,0,2024-10-29 20:48:18
1,275,0,2024-10-29 20:48:24
1,276,0,2024-10-29 20:48:32
1,277,0,2024-10-29 20:48:40
1,278,0,2024-10-29 20:48:43
1,279,-2,2024-10-29 20:48:46
1,280,0,2024-10-29 20:48:50
1,281,0,2024-10-29 20:48:53
1,282,0,2024-10-29 20:48:57
1,283,-2,2024-10-29 20:49:00
1,284,-2,2024-10-29 20:49:04
1,285,0,2024-10-29 20:49:09
1,286,-2,2024-10-29 20:49:12
1,287,-2,2024-10-29 20:49:14
1,288,0,2024-10-29 20:49:15
1,289,-2,2024-10-29 20:49:17
1,290,0,2024-10-29 20:49:19
1,291,-2,2024-10-29 20:49:55
1,292,-2,2024-10-29 20:50:01
1,293,0,2024-10-29 20:50:03
1,294,0,2024-10-29 20:50:05
1,295,-2,2024-10-29 20:50:06
1,296,0,2024-10-29 20:50:08
1,297,-2,2024-10-29 20:50:11
1,298,-2,2024-10-29 20:50:12
1,299,-2,2024-10-29 20:50:18
1,300,0,2024-10-29 20:50:26
1,301,-2,2024-10-29 20:50:29
1,302,0,2024-10-29 20:50:32
2,3,-2,2024-10-29 20:50:36
2,4,0,2024-10-29 20:50:39
2,5,-1,2024-10-29 20:50:42
2,6,1,2024-10-29 20:50:45
2,7,0,2024-10-29 20:50:48
2,8,-2,2024-10-29 20:50:53
2,9,0,2024-10-29 20:50:57
2,10,-2,2024-10-29 20:51:00
2,11,0,2024-10-29 20:51:04
2,12,0,2024-10-29 20:51:09
2,13,0,2024-10-29 20:51:12
2,14,0,2024-10-29 20:51:15
2,15,-2,2024-10-29 20:51:18
2,16,0,2024-10-29 20:51:22
2,17,0,2024-10-29 20:51:28
2,18,0,2024-10-29 20:51:32
2,19,0,2024-10-29 20:51:36
2,20,0,2024-10-29 20:51:41
2,21,-2,2024-10-29 20:51:44
2,22,0,2024-10-29 20:51:48
2,23,0,2024-10-29 20:51:51
2,24,0,2024-10-29 20:51:57
2,25,0,2024-10-29 20:52:00
2,26,0,2024-10-29 20:52:04
2,27,0,2024-10-29 20:52:12
2,28,0,2024-10-29 20:52:20
2,29,-2,2024-10-29 20:52:28
2,30,0,2024-10-29 20:52:36
2,31,0,2024-10-29 20:52:39
2,32,0,2024-10-29 20:52:44
2,33,0,2024-10-29 20:52:48
2,34,0,2024-10-29 20:52:53
2,35,0,2024-10-29 20:53:00
2,36,0,2024-10-29 20:53:05
2,37,0,2024-10-29 20:53:09
2,38,0,2024-10-29 20:53:14
2,39,0,2024-10-29 20:53:17
2,40,0,2024-10-29 20:53:23
2,41,0,2024-10-29 20:53:35
2,42,-2,2024-10-29 20:53:40
2,43,-2,2024-10-29 20:53:44
2,44,0,2024-10-29 20:53:47
2,45,0,2024-10-29 20:53:53
2,46,-2,2024-10-29 20:53:58
2,47,0,2024-10-29 20:54:01
2,48,0,2024-10-29 20:54:04
2,49,0,2024-10-29 20:54:09
2,50,0,2024-10-29 20:54:12
2,51,0,2024-10-29 20:54:17
2,52,0,2024-10-29 20:54:20
2,53,0,2024-10-29 20:54:24
2,54,0,2024-10-29 20:54:28
2,55,0,2024-10-29 20:54:33
2,56,-2,2024-10-29 20:54:39
2,57,0,2024-10-29 20:54:42
2,58,0,2024-10-29 20:54:47
2,59,-1,2024-10-29 20:54:50
2,60,-2,2024-10-29 20:54:53
2,61,0,2024-10-29 20:54:56
2,62,-2,2024-10-29 20:55:00
2,63,0,2024-10-29 20:55:05
2,64,-2,2024-10-29 20:55:09
2,65,0,2024-10-29 20:55:13
2,66,0,2024-10-29 20:55:16
2,67,-2,2024-10-29 20:55:19
2,68,0,2024-10-29 20:55:22
2,69,-2,2024-10-29 20:55:26
2,70,0,2024-10-29 20:55:29
2,71,0,2024-10-29 20:55:32
2,72,0,2024-10-29 20:55:35
2,73,0,2024-10-29 20:55:38
2,74,0,2024-10-29 20:55:43
2,75,-2,2024-10-29 20:55:46
2,76,0,2024-10-29 20:55:50
2,77,-2,2024-10-29 20:55:53
2,78,-2,2024-10-29 20:55:58
2,79,-2,2024-10-29 20:56:04
2,80,-2,2024-10-29 20:56:08
2,81,0,2024-10-29 20:56:11
2,82,0,2024-10-29 20:56:13
2,83,0,2024-10-29 20:56:14
2,84,0,2024-10-29 20:56:16
2,85,-2,2024-10-29 20:56:18
2,86,0,2024-10-29 20:56:20
2,87,-2,2024-10-29 20:56:22
2,88,0,2024-10-29 20:56:24
2,89,0,2024-10-29 20:56:25
2,90,0,2024-10-29 20:56:32
2,91,0,2024-10-29 20:56:37
2,92,0,2024-10-29 20:56:38
2,93,0,2024-10-29 20:56:46
2,94,0,2024-10-29 20:56:49
2,95,-2,2024-10-29 20:56:55
2,96,0,2024-10-29 20:57:01
2,97,0,2024-10-29 20:57:04
2,98,-2,2024-10-29 20:57:08
2,99,0,2024-10-29 20:57:12
2,100,0,2024-10-29 20:57:17
2,101,0,2024-10-29 20:57:20
2,102,0,2024-10-29 20:57:29
2,103,0,2024-10-29 20:57:32
2,104,0,2024-10-29 20:57:36
2,105,0,2024-10-29 20:57:41
2,106,-2,2024-10-29 20:57:45
2,107,-2,2024-10-29 20:57:53
2,108,-2,2024-10-29 20:57:59
2,109,0,2024-10-29 20:58:05
2,110,0,2024-10-29 20:58:10
2,111,-2,2024-10-29 20:58:30
2,112,-2,2024-10-29 20:58:41
2,113,0,2024-10-29 20:58:45
2,114,0,2024-10-29 20:58:49
2,115,-2,2024-10-29 20:58:54
2,116,0,2024-10-29 20:58:57
2,117,0,2024-10-29 20:59:06
2,118,0,2024-10-29 20:59:12
2,119,0,2024-10-29 20:59:16
2,120,0,2024-10-29 20:59:19
2,121,0,2024-10-29 20:59:27
2,122,-2,2024-10-29 20:59:30
2,123,-2,2024-10-29 20:59:34
2,124,0,2024-10-29 20:59:38
2,125,-2,2024-10-29 20:59:43
